Date,Time (GMT),Verified (ft)
9/19/1985,14:00,-0.14
9/19/1985,15:00,1.02
9/19/1985,16:00,1.77
9/19/1985,17:00,2
9/19/1985,18:00,1.78
9/19/1985,19:00,1.02
9/19/1985,20:00,-0.1
9/19/1985,21:00,-1.34
9/19/1985,22:00,-2.38
9/19/1985,23:00,-2.85
9/20/1985,0:00,-2.73
9/20/1985,1:00,-2.24
9/20/1985,2:00,-1.41
9/20/1985,3:00,-0.42
9/20/1985,4:00,0.39
9/20/1985,5:00,0.76
9/20/1985,6:00,0.71
9/20/1985,7:00,0.3
9/20/1985,8:00,-0.52
9/20/1985,9:00,-1.43
9/20/1985,10:00,-2.35
9/20/1985,11:00,-2.93
9/20/1985,12:00,-2.82
9/20/1985,13:00,-2.16
9/20/1985,14:00,-1.19
9/20/1985,15:00,-0.09
9/20/1985,16:00,0.92
9/20/1985,17:00,1.6
9/20/1985,18:00,1.74
9/20/1985,19:00,1.53
9/20/1985,20:00,0.83
9/20/1985,21:00,-0.23
9/20/1985,22:00,-1.25
9/20/1985,23:00,-2.2
9/21/1985,0:00,-2.73
9/21/1985,1:00,-2.65
9/21/1985,2:00,-2.19
9/21/1985,3:00,-1.46
9/21/1985,4:00,-0.56
9/21/1985,5:00,0.16
9/21/1985,6:00,0.37
9/21/1985,7:00,0.36
9/21/1985,8:00,0.07
9/21/1985,9:00,-0.63
9/21/1985,10:00,-1.5
9/21/1985,11:00,-2.34
9/21/1985,12:00,-2.73
9/21/1985,13:00,-2.63
9/21/1985,14:00,-2.03
9/21/1985,15:00,-1.23
9/21/1985,16:00,-0.16
9/21/1985,17:00,0.78
9/21/1985,18:00,1.49
9/21/1985,19:00,1.73
9/21/1985,20:00,1.46
9/21/1985,21:00,0.83
9/21/1985,22:00,-0.04
9/21/1985,23:00,-1.04
9/22/1985,0:00,-1.91
9/22/1985,1:00,-2.5
9/22/1985,2:00,-2.54
9/22/1985,3:00,-2.13
9/22/1985,4:00,-1.39
9/22/1985,5:00,-0.58
9/22/1985,6:00,0.04
9/22/1985,7:00,0.34
9/22/1985,8:00,0.48
9/22/1985,9:00,0.29
9/22/1985,10:00,-0.33
9/22/1985,11:00,-1.19
9/22/1985,12:00,-1.91
9/22/1985,13:00,-2.32
9/22/1985,14:00,-2.21
9/22/1985,15:00,-1.73
9/22/1985,16:00,-0.95
