Date,Time (GMT),Verified (ft)
10/16/2012,18:36,-1.94
10/16/2012,18:42,-2.03
10/16/2012,18:48,-2.14
10/16/2012,18:54,-2.26
10/16/2012,19:00,-2.38
10/16/2012,19:06,-2.43
10/16/2012,19:12,-2.49
10/16/2012,19:18,-2.54
10/16/2012,19:24,-2.64
10/16/2012,19:30,-2.67
10/16/2012,19:36,-2.73
10/16/2012,19:42,-2.75
10/16/2012,19:48,-2.75
10/16/2012,19:54,-2.79
10/16/2012,20:00,-2.78
10/16/2012,20:06,-2.78
10/16/2012,20:12,-2.69
10/16/2012,20:18,-2.67
10/16/2012,20:24,-2.61
10/16/2012,20:30,-2.65
10/16/2012,20:36,-2.54
10/16/2012,20:42,-2.57
10/16/2012,20:48,-2.46
10/16/2012,20:54,-2.41
10/16/2012,21:00,-2.34
10/16/2012,21:06,-2.28
10/16/2012,21:12,-2.2
10/16/2012,21:18,-2.09
10/16/2012,21:24,-2.01
10/16/2012,21:30,-1.94
10/16/2012,21:36,-1.85
10/16/2012,21:42,-1.68
10/16/2012,21:48,-1.54
10/16/2012,21:54,-1.49
10/16/2012,22:00,-1.39
10/16/2012,22:06,-1.25
10/16/2012,22:12,-1.13
10/16/2012,22:18,-0.96
10/16/2012,22:24,-0.86
10/16/2012,22:30,-0.79
10/16/2012,22:36,-0.67
10/16/2012,22:42,-0.51
10/16/2012,22:48,-0.39
10/16/2012,22:54,-0.28
10/16/2012,23:00,-0.19
10/16/2012,23:06,-0.02
10/16/2012,23:12,0.13
10/16/2012,23:18,0.26
10/16/2012,23:24,0.33
10/16/2012,23:30,0.47
10/16/2012,23:36,0.58
10/16/2012,23:42,0.7
10/16/2012,23:48,0.8
10/16/2012,23:54,0.92
10/17/2012,0:00,1.01
10/17/2012,0:06,1.12
10/17/2012,0:12,1.2
10/17/2012,0:18,1.29
10/17/2012,0:24,1.38
10/17/2012,0:30,1.42
10/17/2012,0:36,1.48
10/17/2012,0:42,1.56
10/17/2012,0:48,1.64
10/17/2012,0:54,1.7
10/17/2012,1:00,1.79
10/17/2012,1:06,1.82
10/17/2012,1:12,1.87
10/17/2012,1:18,1.92
10/17/2012,1:24,1.97
10/17/2012,1:30,1.96
10/17/2012,1:36,1.97
10/17/2012,1:42,2
10/17/2012,1:48,2
10/17/2012,1:54,2.05
10/17/2012,2:00,2.07
10/17/2012,2:06,2.08
10/17/2012,2:12,2.06
10/17/2012,2:18,2.13
10/17/2012,2:24,2.06
10/17/2012,2:30,2.06
10/17/2012,2:36,2.01
10/17/2012,2:42,1.95
10/17/2012,2:48,1.93
10/17/2012,2:54,1.88
10/17/2012,3:00,1.85
10/17/2012,3:06,1.76
10/17/2012,3:12,1.7
10/17/2012,3:18,1.62
10/17/2012,3:24,1.61
10/17/2012,3:30,1.55
10/17/2012,3:36,1.44
10/17/2012,3:42,1.37
10/17/2012,3:48,1.32
10/17/2012,3:54,1.19
10/17/2012,4:00,1.08
10/17/2012,4:06,0.97
10/17/2012,4:12,0.85
10/17/2012,4:18,0.73
10/17/2012,4:24,0.61
10/17/2012,4:30,0.52
10/17/2012,4:36,0.42
10/17/2012,4:42,0.31
10/17/2012,4:48,0.16
10/17/2012,4:54,0.06
10/17/2012,5:00,-0.08
10/17/2012,5:06,-0.23
10/17/2012,5:12,-0.38
10/17/2012,5:18,-0.51
10/17/2012,5:24,-0.64
10/17/2012,5:30,-0.8
10/17/2012,5:36,-0.91
10/17/2012,5:42,-1.07
10/17/2012,5:48,-1.19
10/17/2012,5:54,-1.37
10/17/2012,6:00,-1.48
10/17/2012,6:06,-1.59
10/17/2012,6:12,-1.71
10/17/2012,6:18,-1.85
10/17/2012,6:24,-1.94
10/17/2012,6:30,-2.07
10/17/2012,6:36,-2.17
10/17/2012,6:42,-2.29
10/17/2012,6:48,-2.37
10/17/2012,6:54,-2.47
10/17/2012,7:00,-2.54
10/17/2012,7:06,-2.61
10/17/2012,7:12,-2.68
10/17/2012,7:18,-2.72
10/17/2012,7:24,-2.76
10/17/2012,7:30,-2.74
10/17/2012,7:36,-2.79
10/17/2012,7:42,-2.79
10/17/2012,7:48,-2.81
10/17/2012,7:54,-2.8
10/17/2012,8:00,-2.79
10/17/2012,8:06,-2.8
10/17/2012,8:12,-2.78
10/17/2012,8:18,-2.76
10/17/2012,8:24,-2.71
10/17/2012,8:30,-2.67
10/17/2012,8:36,-2.58
10/17/2012,8:42,-2.54
10/17/2012,8:48,-2.48
10/17/2012,8:54,-2.4
10/17/2012,9:00,-2.31
10/17/2012,9:06,-2.23
10/17/2012,9:12,-2.13
10/17/2012,9:18,-2.08
10/17/2012,9:24,-1.98
10/17/2012,9:30,-1.94
10/17/2012,9:36,-1.8
10/17/2012,9:42,-1.73
10/17/2012,9:48,-1.65
10/17/2012,9:54,-1.6
10/17/2012,10:00,-1.46
10/17/2012,10:06,-1.35
10/17/2012,10:12,-1.25
10/17/2012,10:18,-1.14
10/17/2012,10:24,-1.02
10/17/2012,10:30,-0.87
10/17/2012,10:36,-0.73
10/17/2012,10:42,-0.62
10/17/2012,10:48,-0.52
10/17/2012,10:54,-0.43
10/17/2012,11:00,-0.28
10/17/2012,11:06,-0.14
10/17/2012,11:12,0
10/17/2012,11:18,0.14
10/17/2012,11:24,0.25
10/17/2012,11:30,0.43
10/17/2012,11:36,0.56
10/17/2012,11:42,0.69
10/17/2012,11:48,0.86
10/17/2012,11:54,0.99
10/17/2012,12:00,1.21
10/17/2012,12:06,1.31
10/17/2012,12:12,1.48
10/17/2012,12:18,1.59
10/17/2012,12:24,1.73
10/17/2012,12:30,1.86
10/17/2012,12:36,1.98
10/17/2012,12:42,2.09
10/17/2012,12:48,2.22
10/17/2012,12:54,2.31
10/17/2012,13:00,2.43
10/17/2012,13:06,2.53
10/17/2012,13:12,2.61
10/17/2012,13:18,2.71
10/17/2012,13:24,2.78
10/17/2012,13:30,2.84
10/17/2012,13:36,2.89
10/17/2012,13:42,2.98
10/17/2012,13:48,3.01
10/17/2012,13:54,3.05
10/17/2012,14:00,3.08
10/17/2012,14:06,3.08
10/17/2012,14:12,3.12
10/17/2012,14:18,3.13
10/17/2012,14:24,3.13
10/17/2012,14:30,3.2
10/17/2012,14:36,3.23
10/17/2012,14:42,3.22
10/17/2012,14:48,3.18
10/17/2012,14:54,3.18
10/17/2012,15:00,3.14
10/17/2012,15:06,3.08
10/17/2012,15:12,2.99
10/17/2012,15:18,3
10/17/2012,15:24,2.97
10/17/2012,15:30,2.87
10/17/2012,15:36,2.81
10/17/2012,15:42,2.71
10/17/2012,15:48,2.61
10/17/2012,15:54,2.48
10/17/2012,16:00,2.38
10/17/2012,16:06,2.29
10/17/2012,16:12,2.23
10/17/2012,16:18,2.15
10/17/2012,16:24,1.96
10/17/2012,16:30,1.89
10/17/2012,16:36,1.77
10/17/2012,16:42,1.68
10/17/2012,16:48,1.57
10/17/2012,16:54,1.49
10/17/2012,17:00,1.35
10/17/2012,17:06,1.27
10/17/2012,17:12,1.08
10/17/2012,17:18,0.97
10/17/2012,17:24,0.79
10/17/2012,17:30,0.68
10/17/2012,17:36,0.53
10/17/2012,17:42,0.4
10/17/2012,17:48,0.24
